Code departement,Departement,Nom du club
01,Ain,1RE CIE D'ARCHERS MONTMERLE 3 RIVIERES
01,Ain,A.S.M.L.C. TIR A L'ARC
01,Ain,ARC CLUB GESSIEN
01,Ain,ARCHERS BRESSANS
01,Ain,ARCHERS DE LA VALSERINE
01,Ain,ASEGF STE JULIE
01,Ain,CIE DES ARCHERS DU ROY
01,Ain,COMPAGNIE DE BOURG EN BRESSE
01,Ain,DIVONNE ARC CLUB
01,Ain,L'ARC CLUB BUGISTE
01,Ain,LES ARCHERS DE LA VALLEE DE L'AIN
01,Ain,LES ARCHERS DU CANTON DE MONTLUEL
01,Ain,LES ARCHERS DU VAL DE SAONE
01,Ain,SEL TIR A L'ARC OYONNAX
01,Ain,ULYSSE 2000 AIN
02,Aisne,1ERE CIE D'ARC DE VIC SUR AISNE
02,Aisne,1ERE CIE D'ARC L'ESPERANCE DE LAON
02,Aisne,1ERE COMPAGNIE D'ARC DE VAILLY
02,Aisne,2EME CIE DE VILLENEUVE/FERE
02,Aisne,ARCHER CLUB DE COUCY LES EPPES
02,Aisne,ARCHERS DE CHATEAU-THIERRY ET DE BRASLES
02,Aisne,ASSOCIATION STE CLOTILDE
02,Aisne,CHEZY SUR MARNE
02,Aisne,CIE ARC CHEZY EN ORXOIS
02,Aisne,CIE ARC LA FERTE MILON
02,Aisne,CIE D ARC DE ST REMY
02,Aisne,CIE D ARC DE VILLERS COTTERETS
02,Aisne,CIE D ARC SERINGES ET NESLES
02,Aisne,CIE D'ARC D'HARAMONT
02,Aisne,CIE D'ARC D'OIGNY
02,Aisne,CIE D'ARC DE BILLY SUR OURCQ
02,Aisne,CIE D'ARC DE BLERANCOURT
02,Aisne,CIE D'ARC DE BRAINE
02,Aisne,CIE D'ARC DE BRANGES
02,Aisne,CIE D'ARC DE CHACRISE
02,Aisne,CIE D'ARC DE CHARLY SUR MARNE
02,Aisne,CIE D'ARC DE CHAUNY
02,Aisne,CIE D'ARC DE GRAND ROZOY
02,Aisne,CIE D'ARC DE GUIVRY
02,Aisne,CIE D'ARC DE MURET ET CROUTTES
02,Aisne,CIE D'ARC DE NEUILLY ST FRONT
02,Aisne,CIE D'ARC DE PARCY ET TIGNY
02,Aisne,CIE D'ARC DE PINON
02,Aisne,CIE D'ARC DE VILLENEUVE ST GERMAIN
02,Aisne,CIE D'ARC GANDELU
02,Aisne,CIE D'ARC MONTIGNY L'ALLIER
02,Aisne,CIE DAMMARD
02,Aisne,CIE DE BRECY
02,Aisne,CIE DE CAILLOUEL CREPIGNY
02,Aisne,CIE DE TIR A L'ARC D'OULCHY LA VILLE
02,Aisne,CIE DE TIR A L'ARC LA FERE
02,Aisne,CIE DES ARCHERS DE GUIGNICOURT
02,Aisne,CLUB DES ARCHERS DE L'OMOIS
02,Aisne,COMPAGNIE D'ARC D'ACY
02,Aisne,COMPAGNIE D'ARC DE CAMELIN
02,Aisne,COMPAGNIE D'ARC DE DROIZY
02,Aisne,COMPAGNIE D'ARC DE JUSSY
02,Aisne,COMPAGNIE D'ARC DE LONGPONT
02,Aisne,COMPAGNIE D'ARC DE LONGUEVAL
02,Aisne,COMPAGNIE D'ARC DE SOISSONS
02,Aisne,COMPAGNIE DE COINCY
02,Aisne,L'ARCHER DU GARD
02,Aisne,LA SAINT SEBASTIEN
02,Aisne,LES ARCHERS DE SEBONCOURT
02,Aisne,LES ARCHERS DES 3 RIVIERES
02,Aisne,NOGENTEL
02,Aisne,SAINT-QUENTIN TIR A L'ARC
02,Aisne,TIR A L'ARC COMMENCHON
02,Aisne,TIR A L'ARC ESSOMES
02,Aisne,TIR A L'ARC NAUROY
02,Aisne,TIR A L'ARC VILLEQUIER AUMONT
02,Aisne,UNION AMICALE FEROISE - SECTION TIR A L'ARC
03,Allier,A S MONTLUCONNAISE
03,Allier,ASD ARCHERS DOMPIERROIS
03,Allier,CIE ARC YZEURE MOULINS
03,Allier,LA MONTLUCONNAISE
03,Allier,LES ARCHERS DE BESSAY
03,Allier,LES ARCHERS DE BOURBON
03,Allier,LES ARCHERS DE VERNEUIL
03,Allier,LES ARCHERS DE VICHY
03,Allier,LES FLECHES DE VILLEFRANCHE
03,Allier,LES ROBINS TREVOLOIS
03,Allier,LURCY SPORTS LOISIRS ANIMATIONS
03,Allier,S.T.A.R. ST POURCINOISE
04,Alpes (Hte-Provence),1 CIE DES ARCHERS JARLANDINS
04,Alpes (Hte-Provence),1ERE CIE D'ARC DE BARCELONNETTE UBAYE
04,Alpes (Hte-Provence),AEP LE ROC
04,Alpes (Hte-Provence),ARCHERS DES 3 VALLEES
04,Alpes (Hte-Provence),ARCHERS DU SASSE
04,Alpes (Hte-Provence),ARCHERS MANOSQUINS
04,Alpes (Hte-Provence),CIE DES ARCHERS DE PIETRAMAL
04,Alpes (Hte-Provence),LES ARCHERS DE BEATRIX
04,Alpes (Hte-Provence),LES ARCHERS DU SOLEIL
04,Alpes (Hte-Provence),LUROSPORT
06,Alpes-Maritimes,AC NICE
06,Alpes-Maritimes,ARC EVASION NATURE
06,Alpes-Maritimes,ARCHERS DE ST MICHEL
06,Alpes-Maritimes,ASSOCIATION SPORTS LOISIRS ROQUESTERON
06,Alpes-Maritimes,CIE D'ARC CANNES-MANDELIEU
06,Alpes-Maritimes,CIE DES ARCHERS DE CONTES - COMPETITION
06,Alpes-Maritimes,CIE DES ARCHERS DU PARC
06,Alpes-Maritimes,CLUB DES ARCHERS GATTIEROIS
06,Alpes-Maritimes,COMPAGNIE D'ARC D'ANTIBES
06,Alpes-Maritimes,FA NICE
06,Alpes-Maritimes,FED. MONEGASQUE DE TIR
06,Alpes-Maritimes,GREOLOISIRS
06,Alpes-Maritimes,OIE D ARC DE ST CEZAIRE/SIAGNE
07,Ardeche,AMICALE LAIQUE DE ST PERAY
07,Ardeche,ARCHERS DE JAUJAC
07,Ardeche,ARCHERS DE RUOMS
07,Ardeche,COMPAGNIE D'ARC D'ANNONAY
07,Ardeche,LES ARCHERS DE CHARLEMAGNE
07,Ardeche,LES ARCHERS DE PRIVAS
07,Ardeche,LES ARCHERS DU VAL D'AY
08,Ardennes,CIE DES MARCHES DE L'ARDENNE
08,Ardennes,COMPAGNIE CHARLES DE GONZAGUE
08,Ardennes,LA FLECHE SEDANAISE
08,Ardennes,LES ARCHERS DU PAYS D'YVOIS
08,Ardennes,LES ARCHERS VRIGNOI
08,Ardennes,RETHEL SPORTIF TIR A L'ARC
10,Aube,ARCHERS DU TEMPLE
10,Aube,ARCHERS VAL DE BARSE
10,Aube,ASSB LES ARCHERS BRIENNOIS
10,Aube,CIE D'ARC DU CHAOURCOIS
10,Aube,CIE SAINTE GERMAINE
10,Aube,COMPAGNONS DU LYS
10,Aube,DIANA SPORT
10,Aube,FOYER DES JEUNES JEAN VILAR
10,Aube,LES ARCHERS DE L'ETOILE
10,Aube,LES ARCHERS DE ST BERNARD
10,Aube,LES ARCHERS DES PRES DORES
10,Aube,LES ARCHERS DU LAC
10,Aube,LES ARCHERS DU PEAGE
10,Aube,LES ARCHERS OTHEENS
10,Aube,LES ARCHERS TROYENS
10,Aube,ROMILLY SPORTS - 10
11,Aude,ARC DE FABREZAN
11,Aude,CIE D'ARCHERS CHAURIENS
11,Aude,CIE DES ARCHERS TREBEENS
11,Aude,LES ARCHERS DE BIZANET
11,Aude,LES ARCHERS DE LA CITE
11,Aude,LES ARCHERS DE LIMOUX
11,Aude,LES ARCHERS DU LAUQUET
11,Aude,LES ARCHERS NARBONNAIS
12,Aveyron,AVENIR OLYMPIQUE DE BOZOULS
12,Aveyron,CENTRE CULTUREL ET SPORTIF SEVERAGAIS
12,Aveyron,LA COMPAGNIE DES ARCHERS DU BASSIN
12,Aveyron,LA FLECHE CAPDENACOISE
12,Aveyron,LES ARCHERS DU CEOR
12,Aveyron,LES ARCHERS DU SEGALA
12,Aveyron,MILLAU ARC CLUB
12,Aveyron,TIR A L ARC DECAZEVILLOIS
67,Bas-Rhin,1 CIE ARC STRASBOURG
67,Bas-Rhin,A.S.O.R. ERSTEIN
67,Bas-Rhin,AMICALE DE TIR SAINT HUBERT
67,Bas-Rhin,ARCHERS DE HAGUENAU
67,Bas-Rhin,ASSOCIATION DE TIR A L'ARC ET LOISIRS
67,Bas-Rhin,CIE ARCHERS DE WISSEMBOURG
67,Bas-Rhin,CIE D'ARCHERS D'HERRLISHEIM
67,Bas-Rhin,CIE D'ARCHERS DU PAYS DE HANAU
67,Bas-Rhin,CIE DES ARCHERS DE L'U.S SCHWEIGHOUSE
67,Bas-Rhin,CLUB SPORTIF ET ARTISTIQUE ESTIENNE
67,Bas-Rhin,COMPAGNONS D'ARC LINGOLSHEIM
67,Bas-Rhin,FOYER CLUB JEUNES DU ZORNTHAL
67,Bas-Rhin,LES ARCHERS DE LA HAUTE EHN
67,Bas-Rhin,LES ARCHERS DE SELESTAT
67,Bas-Rhin,LES ARCHERS DE ZORN VALLEE
67,Bas-Rhin,LES ARCHERS DU VIADUC
67,Bas-Rhin,STE DE TIR DE STRASBOURG SECTION ARC
13,Bouches-du-Rhone,1ERE CIE D'ARC MARIGNANE
13,Bouches-du-Rhone,1ERE CIE D'ARC MARSEILLE
13,Bouches-du-Rhone,1ERE CIE DE TIR A L'ARC D'AIX EN PROVENCE
13,Bouches-du-Rhone,1ERE CTA DE CARNOUX
13,Bouches-du-Rhone,1ERE CTA LA CIOTAT
13,Bouches-du-Rhone,ARCHERS DE LA CRAU
13,Bouches-du-Rhone,ARCHERS DU ROY RENE
13,Bouches-du-Rhone,ARCHERS PHOCEENS
13,Bouches-du-Rhone,ARCHERS PONT VAN GOGH
13,Bouches-du-Rhone,AURIOL DIANE ARCHERY
13,Bouches-du-Rhone,C.C.S. BOUC BEL AIR - 1RE CIE D'ARC
13,Bouches-du-Rhone,CIE D'ARC PELISSANNE
13,Bouches-du-Rhone,FIRST TEXAS CAVALRY
13,Bouches-du-Rhone,ISTRES SPORT TIR A L'ARC
13,Bouches-du-Rhone,LEGION PUYLOUBIER
13,Bouches-du-Rhone,LES ARCHERS DE GEMENOS
13,Bouches-du-Rhone,LES ARCHERS DE L'ALYCASTRE
13,Bouches-du-Rhone,LES ARCHERS DE LA REINE JEANNE
13,Bouches-du-Rhone,LES ARCHERS DES COLLINES DE LA DURANCE
13,Bouches-du-Rhone,LES ARCHERS DES MILLES
13,Bouches-du-Rhone,LES ARCHERS DES TROIS LUCS
13,Bouches-du-Rhone,LES ARCHERS DU THOLONET
13,Bouches-du-Rhone,LES ARCHERS PENNOIS
13,Bouches-du-Rhone,LES ARCHERS SAINT MARTINOIS
13,Bouches-du-Rhone,LES ARCHERS SALONAIS - LA BARBEN
13,Bouches-du-Rhone,LIS ARQUIE MARTEGAU
13,Bouches-du-Rhone,MAISON POUR TOUS LA MEDE
13,Bouches-du-Rhone,PEYNIER - LES ARCHERS DU VERDALAI
13,Bouches-du-Rhone,S.L.C MIRAMAS
13,Bouches-du-Rhone,TIR A L'ARC FARENC
13,Bouches-du-Rhone,USCM - ARCHERS DU RAIL
14,Calvados,ARCHERS DE CAEN
14,Calvados,ASSOC. DES JEUNES VILLERSOIS
14,Calvados,CIE DES ARCHERS D'HEROUVILLE
14,Calvados,CIE DES ARCHERS DE BAYEUX
14,Calvados,CIE DES ARCHERS DE OUISTREHAM
14,Calvados,CIE TIR A L'ARC USM VIRE
14,Calvados,COMPAGNIE D'ARC CONDE SUR NOIREAU
14,Calvados,COMPAGNIE SAINT GEORGES DE MERVILLE
14,Calvados,E.SPORTIVE FALAISIENNE
14,Calvados,ES A SECTION TIR A L ARC
14,Calvados,ESSOR DU VAL CLAIR
14,Calvados,LES APACHES
14,Calvados,LES ARCHERS DE L ELAN SPORTIF
14,Calvados,LES ARCHERS DE L ODON
14,Calvados,LES ARCHERS DE L'ESTUAIRE
14,Calvados,LES ARCHERS DE LA SEULLES
14,Calvados,LES ARCHERS HARCOURTOIS
14,Calvados,LES CARQUOIS D'AURE
14,Calvados,ST PIERRE SUR DIVES
15,Cantal,ARCHERS DU STADE AURILLACOIS
15,Cantal,AURILLAC (ASPTT)
15,Cantal,LA FLECHE DE LA SUMENE
15,Cantal,LA SANFLORAINE
15,Cantal,LES ARCHERS DU PAYS DE SAINT FLOUR
15,Cantal,MAURIAC ARCHERIE CLUB
16,Charente,1ERE CIE D'ARCHERS DE COGNAC
16,Charente,ARC CLUB ANGOUMOISIN
16,Charente,ARCHERS DE LA BOIXE
16,Charente,LES ARCHERS CONFOLENTAIS
16,Charente,LES ARCHERS DE LA TOUVRE
16,Charente,LES ARCHERS DU NORD CHARENTE
16,Charente,M.J.C. SECTION TIR A L'ARC
17,Charente-Maritime,1ERE CIE D'ARC D'AUNIS
17,Charente-Maritime,ARC NATURE DE ST SAUVANT
17,Charente-Maritime,ARCHERS DE COUREILLES
17,Charente-Maritime,ARCHERS DE LA TUBLERIE
17,Charente-Maritime,ARCHERS DE RE
17,Charente-Maritime,ARCHERS DU ROYAN OCEAN CLUB
17,Charente-Maritime,ARCHERS OLERONAIS
17,Charente-Maritime,ARCHERS SAINTAIS
17,Charente-Maritime,ARCHERS SIRES DE PONS
17,Charente-Maritime,COMPAGNIE ARCHERS VIRSON
17,Charente-Maritime,FOYER RURAL D'AULNAY
17,Charente-Maritime,LES ARCHERS AIGREFEUILLAIS
17,Charente-Maritime,LES ARCHERS D'ANGELY
17,Charente-Maritime,LES ARCHERS D'HELENE
17,Charente-Maritime,LES ARCHERS DE LA MALLOLIERE
17,Charente-Maritime,LES ARCHERS DE RHO
17,Charente-Maritime,LES FRANCS ARCHERS DE LA SEUDRE
17,Charente-Maritime,S A R TIR A L'ARC
17,Charente-Maritime,STE TREMBLADAISE DE TIR
18,Cher,1 ERE CIE ARCHERS DE BOURGES
18,Cher,1ERE CIE DES ARCHERS VIERZONNAIS
18,Cher,ARCHERS SAINT AMANDOIS
18,Cher,AVORD TIR A L'ARC
18,Cher,BOURGES ARC CLUB
18,Cher,CIE DES ARCHERS DU VAL D'AUBOIS
18,Cher,CLUB DE CHATEAUNEUF/CHER - PLUME DE DIAN
18,Cher,LA FLECHE D'ARGENT
18,Cher,LES ARCHERS DE BELLEVILLE SUR LOIRE
18,Cher,LES ARCS ANGES DE VIERZON
18,Cher,MEHUN ARCHERS DE CHARLES VII
18,Cher,SAINT FLORENT USF ARC CLUB
18,Cher,"SANCERGUES, LES ARCHERS DE LA VAUVISE"
18,Cher,SOCIETE D'INITIATION PHYSIQUE ET SPORTIV
18,Cher,ST GERMAIN DU PUY 1ERE
19,Correze,ARCHER CLUB AIXOIS
19,Correze,ASSOC. C.D.L.N.P.A.
19,Correze,CIE DES ARCHERS DE BRIVE
19,Correze,CIE DES ARCHERS DE MALEMORT
19,Correze,CLUB ARCHERS TULLISTES
19,Correze,COMPAGNIE DES ARCHERS DE VENTADOUR
2A,Corse-du-Sud,ARC CLUB SARTENAIS
2A,Corse-du-Sud,ARCHER-CLUB DE LECCI
2A,Corse-du-Sud,ASPTT AJACCIO
2A,Corse-du-Sud,ASSOCIATION CORSE DES ARCHERS D'AJACCIO
2A,Corse-du-Sud,INSEME TIR A L'ARC
21,Cote-d'Or,1ERE CIE D'ARC DE DIJON
21,Cote-d'Or,ASC TIR A L'ARC - CIE DES ARCHERS EPLEUMIENS
21,Cote-d'Or,ATAC CHENOVE TIR A L'ARC
21,Cote-d'Or,CIE ARC L AUXOIS
21,Cote-d'Or,CLUB IS SUR TILLE TIR A L'ARC
21,Cote-d'Or,LES ARCHERS AUXONNAIS
21,Cote-d'Or,LES ARCHERS DE L'ALBANE
21,Cote-d'Or,LES ARCHERS DE LA FONTAINE DES DUCS
21,Cote-d'Or,LES ARCHERS DU PAYS BEAUNOIS
21,Cote-d'Or,LES ARCHERS PATARAS
21,Cote-d'Or,MEURSAULT ARCHERS CLUB
21,Cote-d'Or,TIR A L'ARC DU CLES
22,Cotes-d'Armor,ARC EN CIEL
22,Cotes-d'Armor,ARCHERS COTE DES BRUYERES
22,Cotes-d'Armor,ARCHERS D'ARMOR
22,Cotes-d'Armor,ARCHERS DE PAPEGAULT
22,Cotes-d'Armor,ARCHERS DU PAYS DE LOUDEAC
22,Cotes-d'Armor,ARCHERS MJC POINT DU JOUR
22,Cotes-d'Armor,ASSOCIATION FREHEL MULTI SPORTS
22,Cotes-d'Armor,CIE ARCHERS PENTHIEVRE
22,Cotes-d'Armor,COMPAGNIE D'ARCHERS DU SUD GOELO
22,Cotes-d'Armor,GROUPEMENT DES ARCHERS GALLO
22,Cotes-d'Armor,LA COMPAGNIE DES ARCHERS DE PORDIC
22,Cotes-d'Armor,LES ARCHERS DE ROSMEUR
22,Cotes-d'Armor,LES ARCHERS DU FREMUR
22,Cotes-d'Armor,LES ARCHERS DU TREGOR
22,Cotes-d'Armor,MJC QUINTIN - SECTION TIR A L'ARC
24,Dordogne,1ERE CIE D'ARC DU PERIGORD
24,Dordogne,CIE ARCHERS DE CYRANO BERGERAC
24,Dordogne,CIE D'ARC DE PERIGUEUX
24,Dordogne,FLECHE ASSOCIATION CHAMPCEVINEL
24,Dordogne,LES ARCHERS D'EYMET
24,Dordogne,LES ARCHERS DE LA DOUBLE
24,Dordogne,LES FLECHES POURPRES
25,Doubs,1ERE CIE D'ARC D'ARCEY
25,Doubs,ARC CLUB BISONTIN
25,Doubs,ARCHERS DE LA FAUCONNIERE
25,Doubs,ASSOCIATION CLUB 2000
25,Doubs,COMPAGNIE D'ARC DE THISE
25,Doubs,JEANNE D'ARC DE MAICHE
25,Doubs,LA DECOCHE BISONTINE
25,Doubs,LA FLECHE ARBOUANAISE
25,Doubs,LES ARCHERS DE FONTENYS
25,Doubs,LES ARCHERS DU C.S.A.M.B.
25,Doubs,LES ARCHERS DU PLATEAU
25,Doubs,LES COMPAGNONS DE L'OREE DU BOIS
25,Doubs,SPORTS ET LOISIRS DE TORPES
26,Drome,AMICALE LAIQUE DE ST VALLIER
26,Drome,ARCHERS CASTELNEUVOIS
26,Drome,ARCHERS DE LA RAYE
26,Drome,ARCHERS DU TRICASTIN
26,Drome,ARCHERS VALENTINOIS
26,Drome,ASGE CIE DE TIR A L'ARC TRICASTINE
26,Drome,CIE ARC PIERRELATTINS
26,Drome,CIE DES ARCHERS D'ANCONE
26,Drome,CLUB OMNISPORT DU HAUT DIOIS
26,Drome,COMITE CULTUREL ET SPORTIF DE CHARPEY
26,Drome,COMPAGNIE DES ARCHERS DE VALAURIE
26,Drome,LA FLECHE SOUS BOIS
26,Drome,LES ARCHERS DES DEUX RIVES
26,Drome,ST BONNET VAL LOISIRS
91,Essonne,1E CIE D'ARC DES CHEVALIERS DE QUINCY
91,Essonne,AMICALE LAIQUE DE MASSY
91,Essonne,ARCHERS DE DRAVEIL SENART VAL DE SEINE
91,Essonne,ARCHERS DE VILLEBON
91,Essonne,ARCHERS DU GRAND VENEUR
91,Essonne,ARCHERS DU MOULON
91,Essonne,ARCHERS TERRE BRULEE
91,Essonne,ASE TIR A L'ARC D'ETRECHY
91,Essonne,ASSOCIATION SPORTIVE DE BOISSY LE CUTTE
91,Essonne,C.F.T.A. II
91,Essonne,CIE D ARC DE HUILT SOULZ
91,Essonne,CIE D'ARC DE LISSES
91,Essonne,CIE D'ARC DE SAINT VRAIN
91,Essonne,CIE D'ARC DU HUREPOIX
91,Essonne,CIE D'ARCHERS SALUCEENS
91,Essonne,CIE DE MORSANG S/ORGE
91,Essonne,CIE DE TIR A L ARC D EGLY
91,Essonne,CIE DES ARCHERS D ETAMPES
91,Essonne,CIE DES ARCHERS DE LA TOUR
91,Essonne,CIE DES ARCHERS DE MENNECY-VILLEROY
91,Essonne,COMPAGNIE D'ARC DE SAINTRY SUR SEINE
91,Essonne,COMPAGNIE DES CELESTINS
91,Essonne,LES ARCHERS D'ORSAY
91,Essonne,LES ARCHERS DE L'ABBAYE
91,Essonne,LES ARCHERS DE L'HUREPOIX
91,Essonne,LES ARCHERS DE VILLEMOISSON
91,Essonne,LES ARCHERS DU DONJON
91,Essonne,LES ARCHERS ST GERMINOIS
91,Essonne,LES SAGITTAIRES
91,Essonne,MORANGIS - CHILLY (CIE D'ARC DE )
91,Essonne,NOUVELLE ARCADIE
91,Essonne,U.S.GRIGNY
91,Essonne,USOAM TIR A L'ARC
91,Essonne,VILLABE - LA FLECHE ETOILEE
27,Eure,ARC CLUB DE L'ANDELLE
27,Eure,ARC CLUB RISLOIS
27,Eure,ARCHERIE CLUB CONCHOISE
27,Eure,CIE D'ARC LES ANDELYS
27,Eure,CIE DES ARCHERS ALM EVREUX
27,Eure,CIE DES ARCHERS DE LA RISLE
27,Eure,CIE DES ARCHERS DE THUIT SIGNOL
27,Eure,COMPAGNIE D'ARC DE VERNON
27,Eure,E.G. - CIE D'ARC DU DONJON
27,Eure,FRANCS ARCHERS DE ST SEBASTIEN
27,Eure,LES ARCHERS DE LOUVIERS
27,Eure,LES ARCHERS DE ST MICHEL EVREUX
27,Eure,LES ARCHERS DU CHATEAU
27,Eure,SECTION TIR A L ARC C.S.A.D.N.
28,Eure-et-Loir,A.CLUB VALLEE DE L'EURE
28,Eure-et-Loir,A.E.A.S. D'EPERNON
28,Eure-et-Loir,ARC CLUB COURVILLOIS
28,Eure-et-Loir,ARC CLUB DUNOIS
28,Eure-et-Loir,ARC HANCHES
28,Eure-et-Loir,ASS. DE NOGENT LE PHAYE
28,Eure-et-Loir,CLUB ARCHERS DROUAIS
28,Eure-et-Loir,COMPAGNIE D'ARC D'ARROU
28,Eure-et-Loir,COMPAGNIE DE LUCE
28,Eure-et-Loir,COMPAGNIE DE NOGENT LE ROI
28,Eure-et-Loir,ENTENTE SPORTIVE ALNELOISE
28,Eure-et-Loir,ESPERANCE ISLERIENNE
28,Eure-et-Loir,ETOILE DE BROU
28,Eure-et-Loir,GAS U.S. TIR A L'ARC
28,Eure-et-Loir,HORIZON DE BEAULIEU
28,Eure-et-Loir,L'ARCHER DE BONNEVAL
28,Eure-et-Loir,LA FLECHE ETOILEE
28,Eure-et-Loir,LES ARCHERS DE LA TOUR
28,Eure-et-Loir,LES ARCHERS DE LA VILLE L'EVEQUE
28,Eure-et-Loir,LES ARCHERS DU PERCHE
28,Eure-et-Loir,LES COMPAGNONS DE DIANE
29,Finistere,A T A Q
29,Finistere,ARCHERS D'IROISE
29,Finistere,ARCHERS DE BOHARS
29,Finistere,ARCHERS DE KEROUAL
29,Finistere,ARCHERS DE QUERRIEN
29,Finistere,ARCHERS DES AVENS
29,Finistere,ARCHERS GLAZIK
29,Finistere,ARCHERS LOGONNAIS
29,Finistere,C.ARCHER PETIT CHATEAU
29,Finistere,CIE ARCHERS DE L'ODET
29,Finistere,CIE D ARC SAINT POL DE LEON
29,Finistere,CIE D'ARC DES ABERS
29,Finistere,CIE DES ARCHERS BIGOUDENS
29,Finistere,COMPAGNIE D'ARC
29,Finistere,COMPAGNIE D'ARC DE PLOUGASNOU
29,Finistere,LES ARCHERS D OUESSANT
29,Finistere,LES ARCHERS DE GUIPAVAS
29,Finistere,LES ARCHERS DE L'AULNE
29,Finistere,LES ARCHERS DE LA PRESQU'ILE DE CROZON
29,Finistere,LES ARCHERS DE PLOUEDERN
29,Finistere,LES ARCHERS DE TREMEOC
29,Finistere,LES ARCHERS DU CASTEL
29,Finistere,LES ARCHERS LANDIVISIENS
29,Finistere,PLOUNEOUR TREZIEN
30,Gard,ARC CLUB ALESIEN
30,Gard,ARC CLUB ARAMON
30,Gard,ARC CLUB DE BARJAC
30,Gard,ARC CLUB DE L'UZEGE
30,Gard,ARC CLUB DE LANGLADE
30,Gard,ARC CLUB DE MANDUEL
30,Gard,ARC CLUB DE PONT ST ESPRIT
30,Gard,ARC CLUB MILHAUDOIS
30,Gard,ARC CLUB ST CHRISTOL LEZ ALES
30,Gard,ARCHERS PETITE CAMARGUE
30,Gard,AUJ'ARC EN SOMMIEROIS
30,Gard,CIE DU CAMP DE CESAR A LAUDUN
30,Gard,CLUB DE TIR ST AMBROIX
30,Gard,CLUB DES ARCHERS ANDUZIENS
30,Gard,COMPAGNIE DES ARCHERS DE PUJAUT
30,Gard,LES ARCHERS BEAUCAIROIS
30,Gard,LES ARCHERS DE MARGUERITTES
30,Gard,LES ARCHERS ST GILLOIS
31,Garonne (Haute),ARC CLUB DE BLAGNAC
31,Garonne (Haute),ARC CLUB DU LUCHONNAIS
31,Garonne (Haute),ARCHERS DE MONTGISCARD
31,Garonne (Haute),ATAP
31,Garonne (Haute),AVENIR FONSORBAIS TIR A L'ARC
31,Garonne (Haute),BALMA TIR A L'ARC
31,Garonne (Haute),CIE ARCHERS DE SEDE
31,Garonne (Haute),CIE D'ARCHERS DE MURET
31,Garonne (Haute),CIE DES ARCHERS D'OCCITANIE
31,Garonne (Haute),CLUB ATHLETIQUE BALMANAIS
31,Garonne (Haute),COMPAGNIE D'ARCHERS DU TOUCH
31,Garonne (Haute),LES ARCHERS DE BESSIERES
31,Garonne (Haute),LES ARCHERS DE CUGNAUX
31,Garonne (Haute),LES ARCHERS FRONTONNAIS
31,Garonne (Haute),LES ARCHERS LEGUEVINOIS
31,Garonne (Haute),RUR ARC 31
31,Garonne (Haute),TIR ARC A.S.U. UNION
31,Garonne (Haute),TOULOUSE ATHLETIC CLUB TOULOUSE
31,Garonne (Haute),U.S.AUCAMVILLE TIR A L'ARC
32,Gers,ARCHERIE MIRANDAISE
32,Gers,ARCHERS DE LA SAVE
32,Gers,L'ARC AUSCITAIN
32,Gers,LA FLECHE GASCONNE
32,Gers,LES ARCHERS DE LA HIRE CONDOM
32,Gers,LES ARCHERS ELUSATES
32,Gers,PLAISANCE TIR SPORTIF
33,Gironde,1RE CIE D'ARC DE ST EMILION
33,Gironde,A C S L ARCHERS D'ANDERNOS
33,Gironde,AMICALE ET PATRONAGE DE BEGLES
33,Gironde,ARC AVIA CLUB DE BORDEAUX
33,Gironde,ARCHERS DE LA LANDE DE FRONSAC
33,Gironde,ARCHERS DES DUCS D'EPERNON
33,Gironde,ARCHERS DES QUAT SOS
33,Gironde,ARCHERS DU BASSIN D'ARCACHON
33,Gironde,ASL TIR A L ARC
33,Gironde,ASSOCIATION SPORTIVE AMBARESIENNE
33,Gironde,ASSOCIATION SPORTIVE SNECMA BORDEAUX
33,Gironde,CIE D'ARC DE BLAGON LANTON
33,Gironde,CIE HAUT MEDOC
33,Gironde,INDIAN'S ARC
33,Gironde,LE BLASON CAMBLANAIS
33,Gironde,LES ARCHERS D'ARSAC
33,Gironde,LES ARCHERS D'AUROS
33,Gironde,LES ARCHERS DE GUYENNE
33,Gironde,LES ARCHERS DE LA LANDE CASTELNAUDAISE
33,Gironde,LES ARCHERS DE LEOGNAN
33,Gironde,LES ARCHERS DE ST CIERS/GIRONDE
33,Gironde,LES ARCHERS DE ST SULPICE ET CAMEYRAC
33,Gironde,LES ARCHERS DU BOSQUET
33,Gironde,LES ARCHERS DU CHALAURES
33,Gironde,LES ARCHERS DU MEDOC
33,Gironde,LES ARCHERS DU SAM
33,Gironde,LES ARCHERS DU TEICH
33,Gironde,LES ARCHERS PALAISIENS
33,Gironde,S.A.G.C. SECTION TIR A L'ARC
33,Gironde,SPIC SECTION TIR A L ARC
33,Gironde,ST MEDARD ARCHERS DES JALLES
33,Gironde,USCH SECTION TIR A L'ARC
68,Haut-Rhin,A.S.L.D.
68,Haut-Rhin,ARC CLUB STE CX PLAINE
68,Haut-Rhin,ARCHERS DU CERCLE RIXHEIM
68,Haut-Rhin,ARCHERS ST GEORGES BRUNSTATT
68,Haut-Rhin,CIE D'ISHI ARCHERS DE WITTELSHEIM
68,Haut-Rhin,COMPAGNIE D'ARC STE CROIX EN PLAINE
68,Haut-Rhin,COMPAGNONS DU HOHLANDSBOURG
68,Haut-Rhin,LES ARCHERS DE FERRETTE
